R,month,AvgHumidity,beta,AR,AC,AI,AF,ABK,AV,const,cityID,city,cityID2,TierID,date,tmax,city_coord,tmin,rhum,uwnd,vwnd,hpbl,wnd
32.6297991,2,0.55,1.181818182,23478.23686,48.33340015,1182.097194,1.214285714,2,0,1,1,Agra,7,2,2/1/2011,24.66,Agra1_2,10.97,43.160004,-0.75,-0.93000793,1029.0803,1.194744638
35.06328155,3,0.45,1.181818182,21672.21864,44.61544629,1182.097194,6.3,2,0,1,1,Agra,7,2,3/1/2011,31.06,Agra1_2,15.88,28.579987,-0.93000793,-1.6800079,1409.5443,1.920245113
43.62499047,4,0.35,1.090909091,16254.16398,33.46158472,1182.097194,17.76666667,2,0,1,1,Agra,7,2,4/1/2011,33.9,Agra1_2,17.72,31.76001,-2.1600037,-1.1000061,1840.8334,2.423969761
42.44449235,5,0.34,1.090909091,16254.16398,33.46158472,1182.097194,31.16129032,2,0,1,1,Agra,7,2,5/1/2011,40.43,Agra1_2,24.21,32.73001,-0.3500061,-1.9700012,2018.1774,2.000852068
32.51563285,9,0.67,1.272727273,10836.10932,22.30772314,591.048597,0.633333333,0,0,1,1,Agra,7,2,9/1/2011,31.41,Agra1_2,22.38,75.92999,0.6399994,-0.29000854,660.8542,0.702640865
66.28556528,10,0.54,1.181818182,18963.19131,39.0385155,1182.097194,13.67741935,2,0,1,1,Agra,7,2,10/1/2011,30.69,Agra1_2,16.64,42.940002,-0.070007324,-1.5099945,865.0645,1.511616491
71.2829535,11,0.56,1.181818182,27090.2733,55.76930786,1182.097194,7.033333333,2,0,1,1,Agra,7,2,11/1/2011,27.69,Agra1_2,14.01,40.72,0.13000488,-1.7799988,712.925,1.784740036
58.7616627,12,0.64,1.272727273,27090.2733,55.76930786,1182.097194,0.967741935,2,0,1,1,Agra,7,2,12/1/2011,21.3,Agra1_2,9.03,43.109985,-1.1199951,-2.0599976,565.35486,2.344776991
49.22740525,1,0.64,1.272727273,19950.73933,,272.9299464,0.483870968,2,1893775.554,1,1,Agra,7,2,1/1/2001,22.53,Agra2_10,7.4,31.559998,-0.38000488,-1.949997,722.9113,1.986678638
26.98879446,2,0.55,1.181818182,17290.64075,,272.9299464,2,2,1704397.999,1,1,Agra,7,2,2/1/2001,26.3,Agra2_10,11.41,22.700012,-1.0899963,-2.1900024,999.36163,2.446262955
22.92773237,3,0.45,1.181818182,15960.59147,,272.9299464,8.433333333,2,1515020.443,1,1,Agra,7,2,3/1/2001,31,Agra2_10,14.97998,20.410004,-1.550003,-2.0800018,1502.8307,2.594015572
38.99026507,4,0.35,1.090909091,11970.4436,,272.9299464,16.6,2,1515020.443,1,1,Agra,7,2,4/1/2001,37.22,Agra2_10,19.41998,21.339996,-1.3099976,-2.0700073,1826.3833,2.449698744
54.10216936,5,0.34,1.090909091,11970.4436,,272.9299464,38.09677419,2,1515020.443,1,1,Agra,7,2,5/1/2001,39.93,Agra2_10,23.78,37.579987,0.33999634,-1.800003,2005.633,1.831831955
29.12283869,9,0.67,1.272727273,7980.295733,,136.4649732,0.933333333,0,1515020.443,1,1,Agra,7,2,9/1/2001,36,Agra2_10,21.51,38.01001,1.0299988,-1.050003,1123.3042,1.470851396
37.08889511,10,0.54,1.181818182,13965.51753,,272.9299464,10.09677419,2,1515020.443,1,1,Agra,7,2,10/1/2001,32.87,Agra2_10,17.87,33.089996,-0.80999756,-1.1100006,1016.9677,1.374116945
37.87010869,11,0.56,1.181818182,19950.73933,,272.9299464,3.233333333,2,1515020.443,1,1,Agra,7,2,11/1/2001,27.78998,Agra2_10,12.3,29.149994,-1.0099945,-1.6000061,886.38336,1.892117441
53.01556284,12,0.64,1.272727273,19950.73933,,272.9299464,1.290322581,2,1893775.554,1,1,Agra,7,2,12/1/2001,24.24,Agra2_10,10.03998,33.920013,-0.8600006,-2.1100006,723.3306,2.27853101
50.37240343,1,0.64,1.272727273,26704.69967,,518.1641947,0.580645161,2,4345208.191,1,1,Agra,7,2,1/1/2011,21.01,Agra2_10,8.36,39.559998,-0.5200043,-1.9400024,680.5726,2.008485445
41.99130825,2,0.55,1.181818182,23144.07305,,518.1641947,1.214285714,2,3910687.372,1,1,Agra,7,2,2/1/2011,24.66,Agra2_10,10.97,43.160004,-0.75,-0.93000793,1029.0803,1.194744638
34.21474585,3,0.45,1.181818182,21363.75974,,518.1641947,6.3,2,3476166.553,1,1,Agra,7,2,3/1/2011,31.06,Agra2_10,15.88,28.579987,-0.93000793,-1.6800079,1409.5443,1.920245113
42.20622628,4,0.35,1.090909091,16022.8198,,518.1641947,17.76666667,2,3476166.553,1,1,Agra,7,2,4/1/2011,33.9,Agra2_10,17.72,31.76001,-2.1600037,-1.1000061,1840.8334,2.423969761
44.82764485,5,0.34,1.090909091,16022.8198,,518.1641947,31.16129032,2,3476166.553,1,1,Agra,7,2,5/1/2011,40.43,Agra2_10,24.21,32.73001,-0.3500061,-1.9700012,2018.1774,2.000852068
24.61314969,9,0.67,1.272727273,10681.87987,,259.0820974,0.633333333,0,3476166.553,1,1,Agra,7,2,9/1/2011,31.41,Agra2_10,22.38,75.92999,0.6399994,-0.29000854,660.8542,0.702640865
67.8822606,10,0.54,1.181818182,18693.28977,,518.1641947,13.67741935,2,3476166.553,1,1,Agra,7,2,10/1/2011,30.69,Agra2_10,16.64,42.940002,-0.070007324,-1.5099945,865.0645,1.511616491
70.61484328,11,0.56,1.181818182,26704.69967,,518.1641947,7.033333333,2,3476166.553,1,1,Agra,7,2,11/1/2011,27.69,Agra2_10,14.01,40.72,0.13000488,-1.7799988,712.925,1.784740036
60.23180294,12,0.64,1.272727273,26704.69967,,518.1641947,0.967741935,2,4345208.191,1,1,Agra,7,2,12/1/2011,21.3,Agra2_10,9.03,43.109985,-1.1199951,-2.0599976,565.35486,2.344776991
41.67492711,1,0.64,1.272727273,,,0.378229381,0.483870968,2,0,1,1,Agra,7,2,1/1/2001,22.53,Agra2_15,7.4,35.5,-0.38000488,-1.949997,722.9113,1.986678638
34.01824284,2,0.55,1.181818182,,,0.378229381,2,2,0,1,1,Agra,7,2,2/1/2001,26.3,Agra2_15,11.41,28.589996,-1.0899963,-2.1900024,999.36163,2.446262955
29.73447735,3,0.45,1.181818182,,,0.378229381,8.433333333,2,0,1,1,Agra,7,2,3/1/2001,31,Agra2_15,14.97998,26.839996,-1.550003,-2.0800018,1502.8307,2.594015572
47.24868159,4,0.35,1.090909091,,,0.378229381,16.6,2,0,1,1,Agra,7,2,4/1/2001,37.22,Agra2_15,19.41998,25.809998,-1.3099976,-2.0700073,1826.3833,2.449698744
27.77954257,5,0.34,1.090909091,,,0.378229381,38.09677419,2,0,1,1,Agra,7,2,5/1/2001,39.93,Agra2_15,23.78,36.559998,0.33999634,-1.800003,2005.633,1.831831955
33.97120448,9,0.67,1.272727273,,,0.189114691,0.933333333,0,0,1,1,Agra,7,2,9/1/2001,36,Agra2_15,21.51,47.619995,1.0299988,-1.050003,1123.3042,1.470851396
36.31408783,10,0.54,1.181818182,,,0.378229381,10.09677419,2,0,1,1,Agra,7,2,10/1/2001,32.87,Agra2_15,17.87,38.850006,-0.80999756,-1.1100006,1016.9677,1.374116945
36.42124446,11,0.56,1.181818182,,,0.378229381,3.233333333,2,0,1,1,Agra,7,2,11/1/2001,27.78998,Agra2_15,12.3,32.850006,-1.0099945,-1.6000061,886.38336,1.892117441
50.19899564,12,0.64,1.272727273,,,0.378229381,1.290322581,2,0,1,1,Agra,7,2,12/1/2001,24.24,Agra2_15,10.03998,37.380005,-0.8600006,-2.1100006,723.3306,2.27853101
70.9548105,1,0.64,1.272727273,,,0.718077753,0.580645161,2,0,1,1,Agra,7,2,1/1/2011,21.01,Agra2_15,8.36,44.579987,-0.5200043,-1.9400024,680.5726,2.008485445
42.05669746,2,0.55,1.181818182,,,0.718077753,1.214285714,2,0,1,1,Agra,7,2,2/1/2011,24.66,Agra2_15,10.97,46.25,-0.75,-0.93000793,1029.0803,1.194744638
36.64006929,3,0.45,1.181818182,,,0.718077753,6.3,2,0,1,1,Agra,7,2,3/1/2011,31.06,Agra2_15,15.88,33.45999,-0.93000793,-1.6800079,1409.5443,1.920245113
49.85701488,4,0.35,1.090909091,,,0.718077753,17.76666667,2,0,1,1,Agra,7,2,4/1/2011,33.9,Agra2_15,17.72,35,-2.1600037,-1.1000061,1840.8334,2.423969761
33.96048372,5,0.34,1.090909091,,,0.718077753,31.16129032,2,0,1,1,Agra,7,2,5/1/2011,40.43,Agra2_15,24.21,34.429993,-0.3500061,-1.9700012,2018.1774,2.000852068
20.83183872,9,0.67,1.272727273,,,0.359038877,0.633333333,0,0,1,1,Agra,7,2,9/1/2011,31.41,Agra2_15,22.38,77.649994,0.6399994,-0.29000854,660.8542,0.702640865
63.20906187,10,0.54,1.181818182,,,0.718077753,13.67741935,2,0,1,1,Agra,7,2,10/1/2011,30.69,Agra2_15,16.64,49.300003,-0.070007324,-1.5099945,865.0645,1.511616491
76.4470328,11,0.56,1.181818182,,,0.718077753,7.033333333,2,0,1,1,Agra,7,2,11/1/2011,27.69,Agra2_15,14.01,44.26001,0.13000488,-1.7799988,712.925,1.784740036
71.37337891,12,0.64,1.272727273,,,0.718077753,0.967741935,2,0,1,1,Agra,7,2,12/1/2011,21.3,Agra2_15,9.03,42.660004,-1.1199951,-2.0599976,565.35486,2.344776991
22.27153142,1,0.5,1.181818182,25638.14168,1257.701512,3304.625247,4.032258065,19,7478303.095,1,2,Ahmedabad,8,2,1/1/2001,27.36,Ahmedabad,9.34,23.399994,-1.6699982,-2.699997,719.8306,3.174724837
26.97926704,2,0.43,1.181818182,22219.72279,1090.007977,3304.625247,2.714285714,19,6730472.785,1,2,Ahmedabad,8,2,2/1/2001,31.55,Ahmedabad,11.47,20.559998,-0.19999695,-1.9700012,914.0089,1.980127144
31.91045039,3,0.34,1.090909091,20510.51335,1006.16121,3304.625247,2.766666667,19,5982642.476,1,2,Ahmedabad,8,2,3/1/2001,35.66998,Ahmedabad,17.49,27.730011,0.7799988,-1.2299957,1501.7742,1.456464057
24.69968332,4,0.35,1.090909091,15382.88501,754.6209073,3304.625247,3.9,19,5982642.476,1,2,Ahmedabad,8,2,4/1/2001,40.25,Ahmedabad,21.84,28.5,3.3600006,-0.08000183,1712.3334,3.360952889
26.35224382,5,0.42,1.181818182,15382.88501,754.6209073,3304.625247,1.258064516,19,5982642.476,1,2,Ahmedabad,8,2,5/1/2001,39.99,Ahmedabad,27.68,47.39,5.6600037,2.7799988,1479.3186,6.305873073
34.31431587,9,0.74,1.272727273,10255.25667,503.0806049,1652.312623,0.4,0,5982642.476,1,2,Ahmedabad,8,2,9/1/2001,37.68,Ahmedabad,25.3,46.699997,3.130005,0.56999207,1117.7875,3.181481142
