date,idx1,idx2,R,month,AvgHumidity,beta,AR,AC,AI,AF,ABK,AV,const,cityID,city,cityID2,TierID,tmax,city_coord,tmin,rhum,uwnd,vwnd,hpbl,wnd,year,ARu,ACu,s,r,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta1sd,beta2sd,beta3sd,beta4sd,beta5sd,beta6sd,beta7sd,beta8sd,beta9sd,beta10sd,R_est,R_est_2sdevL,R_est_2sdevU,CI,PI
2001-11-01,Agra,2001,50.90837439,11,0.56,1.181818182,20792.4592,391.53740689999995,502.96534510000004,3.233333333,2,2461908.22,1,1,Agra,7,2,27.78998,Agra,12.3,29.149994,-1.0099945,-1.6000061,886.3833599999999,1.892117441,2001,20792.4592,391.53740689999995,1.0,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,43.47306694994215,6.34866936963264,80.59746453025168,8.351100636063082,19.90868953113367
2001-12-01,Agra,2001,57.12948251,12,0.64,1.2727272729999999,20792.4592,391.53740689999995,502.96534510000004,1.2903225809999999,2,3077385.275,1,1,Agra,7,2,24.24,Agra,10.03998,33.920013,-0.8600005999999999,-2.1100006000000002,723.3306,2.27853101,2001,20792.4592,391.53740689999995,1.0,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,43.288488853344674,5.506318497780207,81.07065920890915,8.110771799411237,19.809080145113825
2002-01-01,Agra,2002,60.21055596,1,0.64,1.2727272729999999,23370.903619999997,422.53792089999996,551.8618150000001,0.548387097,2,3325284.12,1,1,Agra,7,2,22.32,Agra,9.89,37.160004,-1.2100066999999999,-1.550003,814.95966,1.966373696,2002,23370.903619999997,422.53792089999996,1.0,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,47.10538471173787,8.077416782197844,86.1333526412779,62.37057234740798,64.93614811456459
2002-02-01,Agra,2002,37.14285715,2,0.55,1.181818182,21033.81326,380.2841288,551.8618150000001,1.178571429,2,2992755.708,1,1,Agra,7,2,24.84,Agra,11.97998,34.559998,-1.25,-1.0899963,959.97766,1.65849086,2002,23370.903619999997,422.53792089999996,0.9,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,44.146061107322794,7.146174213967275,81.14594800067829,59.9296647696951,62.595365295055615
2002-03-01,Agra,2002,29.64785363,3,0.45,1.181818182,21033.81326,380.2841288,551.8618150000001,7.826086957,2,2660227.296,1,1,Agra,7,2,31.770020000000002,Agra,16.22,24.619995,-1.2100066999999999,-2.0099945,1381.2017,2.346101896,2002,23370.903619999997,422.53792089999996,0.9,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,41.14011490500177,0.8131074692194211,81.46712234078412,62.44922107736161,65.01169318040104
2002-04-01,Agra,2002,33.46656767,4,0.35,1.0909090909999999,19865.26808,359.15723280000003,551.8618150000001,23.34482759,2,2660227.296,1,1,Agra,7,2,38.22,Agra,19.45,16.799988,-1.199997,-1.6000061,1975.1459,2.00000308,2002,23370.903619999997,422.53792089999996,0.85,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,38.510737699507025,-2.507570771268872,79.52904617028295,56.411586738989676,59.235818179746396
2002-05-01,Agra,2002,28.31072693,5,0.34,1.0909090909999999,19865.26808,359.15723280000003,551.8618150000001,33.77419355,2,2660227.296,1,1,Agra,7,2,40.95,Agra,24.4,23.600006,-0.8800049000000001,-1.4700011999999998,2032.2903,1.71327527,2002,23370.903619999997,422.53792089999996,0.85,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,39.38444588196347,-1.7769826589074995,80.54587442283447,55.04742420212568,57.938190757929185
2002-06-01,Agra,2002,47.161717100000004,6,0.46,1.181818182,19865.26808,359.15723280000003,551.8618150000001,1.166666667,0,2660227.296,1,1,Agra,7,2,41.69,Agra,27.3,32.040009999999995,0.039993286,-0.27999878,2028.6375,0.282840555,2002,23370.903619999997,422.53792089999996,0.85,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,37.77209323002606,1.9650886330765847,73.57909782697556,53.171221712544316,56.15864898141659
2002-07-01,Agra,2002,39.12888178,7,0.72,1.2727272729999999,17528.17771,316.9034407,275.93090750000005,0.322580645,0,2660227.296,1,1,Agra,7,2,37.69,Agra,27.28,47.369995,3.1900023999999996,0.80000305,1815.3064,3.28878704,2002,23370.903619999997,422.53792089999996,0.75,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,29.184302086626978,-13.175340357300813,71.54394453055478,51.911294517542714,54.96724056654544
2002-08-01,Agra,2002,39.00554188,8,0.77,1.2727272729999999,17528.17771,316.9034407,275.93090750000005,1.129032258,0,2660227.296,1,1,Agra,7,2,33.62,Agra,24.68,65.5,-0.30000305,1.199997,1026.7137,1.236929517,2002,23370.903619999997,422.53792089999996,0.75,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,36.78875540450702,2.2391551438846378,71.33835566512943,51.748374056153956,54.81340396717801
2002-09-01,Agra,2002,34.20761616,9,0.67,1.2727272729999999,17528.17771,316.9034407,275.93090750000005,0.133333333,0,2660227.296,1,1,Agra,7,2,32.580020000000005,Agra,21.59,51.979996,-1.5700073,-1.3200073,989.2792,2.051180683,2002,23370.903619999997,422.53792089999996,0.75,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,34.805618681073284,-1.3714988878286007,70.98273624997518,51.95000564033415,55.0038009872424
2002-10-01,Agra,2002,53.51386348,10,0.54,1.181818182,18696.7229,338.0303367,551.8618150000001,10.58064516,2,2660227.296,1,1,Agra,7,2,32.09,Agra,17.3,29.269989000000002,-2.75,-2.119995,1207.3428,3.472301657,2002,23370.903619999997,422.53792089999996,0.8,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,36.47301389681174,-5.242499829895758,78.18852762351926,56.00615446874917,58.84984600991587
2002-11-01,Agra,2002,44.82139339,11,0.56,1.181818182,23370.903619999997,422.53792089999996,551.8618150000001,0.833333333,2,2660227.296,1,1,Agra,7,2,27.28,Agra,13.95,31.779999,-1.7200011999999998,-2.7100067,859.7917,3.2097570689999997,2002,23370.903619999997,422.53792089999996,1.0,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,44.159586980435414,1.6281215585476296,86.69105240232321,70.50227253658558,72.78176605329392
2002-12-01,Agra,2002,48.79863683,12,0.64,1.2727272729999999,23370.903619999997,422.53792089999996,551.8618150000001,0.870967742,2,3325284.12,1,1,Agra,7,2,23.59,Agra,10.22998,33.25,-1.5,-2.300003,770.5524,2.7459085560000003,2002,23370.903619999997,422.53792089999996,1.0,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,45.50366463353251,4.5313707431669545,86.47595852389804,62.3029943460394,64.87124279290505
2003-01-01,Agra,2003,80.00000002,1,0.64,1.2727272729999999,24678.90511,436.2584628000001,526.6842838,0.09677419400000001,2,3419921.28,1,1,Agra,7,2,22.32,Agra,9.84998,37.660004,-1.300003,-1.6699982,697.0968,2.116341605,2003,24678.90511,436.2584628000001,1.0,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,48.88023574187318,9.011138929714948,88.74933255403141,105.74682754793534,107.28003809407505
2003-02-01,Agra,2003,48.66828426,2,0.55,1.181818182,22211.0146,392.6326165,526.6842838,0.5,2,3077929.152,1,1,Agra,7,2,23.96,Agra,10.88,43.089996,-1.7599945,-1.0599976,854.3616300000001,2.054549963,2003,24678.90511,436.2584628000001,0.9,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,45.38276929541621,6.576247688973458,84.18929090185898,99.03869273635344,100.67411631566102
2003-03-01,Agra,2003,37.05277974,3,0.45,1.181818182,22211.0146,392.6326165,526.6842838,2.1612903230000002,2,2735937.0239999997,1,1,Agra,7,2,30.69,Agra,15.49,23.179993,-0.49000550000000004,-1.7200011999999998,1365.0161,1.788437731,2003,24678.90511,436.2584628000001,0.9,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,43.709756070475635,4.635220346723123,82.78429179422817,102.78904844974815,104.36572003401352
2003-04-01,Agra,2003,33.90294743,4,0.35,1.0909090909999999,20977.069340000002,370.8196934,526.6842838,11.03333333,2,2735937.0239999997,1,1,Agra,7,2,37.7,Agra,20.91,19.48999,-1.6999970000000002,-2.1399993999999998,1887.4208,2.7330545610000003,2003,24678.90511,436.2584628000001,0.85,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,38.41255310640523,-4.605521497347237,81.43062771015771,95.6143917775815,97.30738385143373
2003-05-01,Agra,2003,48.82538269,5,0.34,1.0909090909999999,20977.069340000002,370.8196934,526.6842838,33.58064516,2,2735937.0239999997,1,1,Agra,7,2,40.28998,Agra,22.64,16.709991,-0.58999634,-2.2599945,2000.8226,2.335737747,2003,24678.90511,436.2584628000001,0.85,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,39.41204817717255,-3.8339912359177397,82.65808759026285,91.67332051880335,93.43774789642926
2003-06-01,Agra,2003,47.18652120000001,6,0.46,1.181818182,20977.069340000002,370.8196934,526.6842838,3.433333333,0,2735937.0239999997,1,1,Agra,7,2,43.39,Agra,26.46,29.049988,0.7700043000000001,-0.47000122,2110.5417,0.902112947,2003,24678.90511,436.2584628000001,0.85,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,37.58066137009876,-0.9588984295082064,76.12022116970576,89.18714904557096,90.99979446070364
2003-07-01,Agra,2003,28.11466051,7,0.72,1.2727272729999999,18509.17883,327.1938471,263.3421419,0.387096774,0,2735937.0239999997,1,1,Agra,7,2,32.59998,Agra,24.71,79.81999,0.3899994,1.3500061,1740.8104,1.405210305,2003,24678.90511,436.2584628000001,0.75,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,35.56899495983897,-3.034395526240038,74.17238544591795,84.12162215077127,86.04105037881948
2003-08-01,Agra,2003,40.3758745,8,0.77,1.2727272729999999,18509.17883,327.1938471,263.3421419,0.419354839,0,2735937.0239999997,1,1,Agra,7,2,32.95,Agra,24.84998,72.70999,0.8800049000000001,0.58999634,1403.2339,1.0594830370000001,2003,24678.90511,436.2584628000001,0.75,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,37.29637321725299,1.1080455117831693,73.48470092272281,84.11513458656714,86.0347075518347
2003-09-01,Agra,2003,29.43861756,9,0.67,1.2727272729999999,18509.17883,327.1938471,263.3421419,0.066666667,0,2735937.0239999997,1,1,Agra,7,2,31.05,Agra,22.53,70.770004,0.13999939,0.05000305,1141.85,0.148661139,2003,24678.90511,436.2584628000001,0.75,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,40.088110196574455,7.490532348514323,72.68568804463457,84.18624285162582,86.10423057252378
2003-10-01,Agra,2003,48.29914336,10,0.54,1.181818182,19743.12409,349.0067702,526.6842838,10.64516129,2,2735937.0239999997,1,1,Agra,7,2,28.66998,Agra,15.68,42.790009999999995,-2.699997,-2.7299957000000004,1129.8186,3.839643255,2003,24678.90511,436.2584628000001,0.8,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,37.65159423808968,-6.030631567956559,81.33382004413595,90.53215550219568,92.31839587475055
2003-11-01,Agra,2003,45.62871218,11,0.56,1.181818182,24678.90511,436.2584628000001,526.6842838,2.766666667,2,2735937.0239999997,1,1,Agra,7,2,25.36,Agra,11.0,34.839996,-2.050003,-2.149994,891.95416,2.970687883,2003,24678.90511,436.2584628000001,1.0,0.8,18.075793917179702,0.0012947572065488467,0.0008305843238143961,0.0008014805908113945,0.02733264883599061,2.0021737377265447,8.180351508818065e-09,-2.1347150727807422,0.02571093839900233,-0.003469649460188301,6.401280634498423,0.0003058220612984788,0.0015590729111132422,0.0005983092829346696,0.02415432687297749,1.0987381305631834,1.0175602518027275e-08,1.4321662797801866,0.019577252389501098,0.0017002882677893975,46.37523808069581,3.3917390506531735,89.35873711073849,113.55754379140787,114.98665482981461
